id;wkt
338;POLYGON((-875047.567135455 -1026769.3202403553, -882539.6990037732 -1008225.6431490196, -882214.926126361 -1008097.7117104114, -875047.567135455 -1026769.3202403553))
339;POLYGON((-875047.567135455 -1026769.3202403553, -882214.926126361 -1008097.7117104114, -881887.9700019683 -1007975.4678246372, -875047.567135455 -1026769.3202403553))
340;POLYGON((-875047.567135455 -1026769.3202403553, -881887.9700019683 -1007975.4678246372, -881558.9302245982 -1007858.948728369, -875047.567135455 -1026769.3202403553))
341;POLYGON((-875047.567135455 -1026769.3202403553, -881558.9302245982 -1007858.948728369, -881227.907022954 -1007748.1899144523, -875047.567135455 -1026769.3202403553))
342;POLYGON((-875047.567135455 -1026769.3202403553, -881227.907022954 -1007748.1899144523, -880895.0012299097 -1007643.2251210946, -875047.567135455 -1026769.3202403553))
343;POLYGON((-875047.567135455 -1026769.3202403553, -880895.0012299097 -1007643.2251210946, -880560.314251795 -1007544.086321589, -875047.567135455 -1026769.3202403553))
344;POLYGON((-875047.567135455 -1026769.3202403553, -880560.314251795 -1007544.086321589, -880223.9480375054 -1007450.803714574, -875047.567135455 -1026769.3202403553))
345;POLYGON((-875047.567135455 -1026769.3202403553, -880223.9480375054 -1007450.803714574, -879886.0050474483 -1007363.4057148354, -875047.567135455 -1026769.3202403553))
346;POLYGON((-875047.567135455 -1026769.3202403553, -879886.0050474483 -1007363.4057148354, -879546.5882223323 -1007281.9189446507, -875047.567135455 -1026769.3202403553))
347;POLYGON((-875047.567135455 -1026769.3202403553, -879546.5882223323 -1007281.9189446507, -879205.8009518102 -1007206.3682256793, -875047.567135455 -1026769.3202403553))
348;POLYGON((-875047.567135455 -1026769.3202403553, -879205.8009518102 -1007206.3682256793, -878863.7470429859 -1007136.7765714021, -875047.567135455 -1026769.3202403553))
349;POLYGON((-875047.567135455 -1026769.3202403553, -878863.7470429859 -1007136.7765714021, -878520.5306887936 -1007073.1651801112, -875047.567135455 -1026769.3202403553))
350;POLYGON((-875047.567135455 -1026769.3202403553, -878520.5306887936 -1007073.1651801112, -878176.2564362596 -1007015.5534284526, -875047.567135455 -1026769.3202403553))
351;POLYGON((-875047.567135455 -1026769.3202403553, -878176.2564362596 -1007015.5534284526, -877831.0291546563 -1006963.9588655239, -875047.567135455 -1026769.3202403553))
352;POLYGON((-875047.567135455 -1026769.3202403553, -877831.0291546563 -1006963.9588655239, -877484.9540035579 -1006918.3972075289, -875047.567135455 -1026769.3202403553))
353;POLYGON((-875047.567135455 -1026769.3202403553, -877484.9540035579 -1006918.3972075289, -877138.136400808 -1006878.8823329898, -875047.567135455 -1026769.3202403553))
354;POLYGON((-875047.567135455 -1026769.3202403553, -877138.136400808 -1006878.8823329898, -876790.6819904081 -1006845.4262785204, -875047.567135455 -1026769.3202403553))
355;POLYGON((-875047.567135455 -1026769.3202403553, -876790.6819904081 -1006845.4262785204, -876442.6966103375 -1006818.0392351588, -875047.567135455 -1026769.3202403553))
356;POLYGON((-875047.567135455 -1026769.3202403553, -876442.6966103375 -1006818.0392351588, -876094.2862603138 -1006796.7295452638, -875047.567135455 -1026769.3202403553))
357;POLYGON((-875047.567135455 -1026769.3202403553, -876094.2862603138 -1006796.7295452638, -875745.557069505 -1006781.5036999735, -875047.567135455 -1026769.3202403553))
358;POLYGON((-875047.567135455 -1026769.3202403553, -875745.557069505 -1006781.5036999735, -875396.6152642006 -1006772.3663372275, -875047.567135455 -1026769.3202403553))
359;POLYGON((-875047.567135455 -1026769.3202403553, -875396.6152642006 -1006772.3663372275, -875047.567135455 -1006769.3202403553, -875047.567135455 -1026769.3202403553))
